age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_n,marital_n,education_n,default_n,housing_n,loan_n,contact_n,month_n,day_of_week_n,poutcome_n
43.0,190.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
37.0,218.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.866,5228.1,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0
50.0,72.0,3.0,1.0,2.0,-0.1,93.2,-42.0,4.021,5195.8,2.0,2.0,6.0,0.0,1.0,0.0,1.0,5.0,4.0,2.0
49.0,71.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
23.0,370.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
28.0,225.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
58.0,86.0,1.0,999.0,0.0,-2.9,92.963,-40.8,1.26,5076.2,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
30.0,125.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,4.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
66.0,177.0,1.0,999.0,1.0,-1.8,93.369,-34.8,0.655,5008.7,5.0,0.0,4.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0
53.0,205.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,2.0,0.0,6.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
34.0,136.0,1.0,999.0,1.0,-3.4,92.431,-26.9,0.722,5017.5,4.0,1.0,6.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0
34.0,416.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,2.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
41.0,261.0,5.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
48.0,165.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,6.0,0.0,6.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0
33.0,427.0,1.0,6.0,2.0,-1.8,93.369,-34.8,0.646,5008.7,2.0,1.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0
54.0,271.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0
35.0,391.0,2.0,999.0,0.0,-3.4,92.431,-26.9,0.733,5017.5,7.0,0.0,6.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0
41.0,212.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,4.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
40.0,308.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
41.0,88.0,1.0,999.0,0.0,-2.9,92.201,-31.4,0.884,5076.2,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
33.0,161.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
27.0,398.0,4.0,999.0,1.0,-2.9,92.201,-31.4,0.879,5076.2,2.0,1.0,6.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0
38.0,101.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.96,5228.1,3.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
34.0,225.0,5.0,999.0,0.0,-1.8,92.843,-50.0,1.799,5099.1,6.0,0.0,6.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0
32.0,147.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,4.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
31.0,156.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.313,5099.1,6.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0
48.0,360.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
34.0,294.0,6.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,6.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0
29.0,215.0,3.0,999.0,1.0,-1.8,92.893,-46.2,1.334,5099.1,2.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
54.0,98.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
51.0,167.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
34.0,83.0,2.0,999.0,1.0,-0.1,93.2,-42.0,4.153,5195.8,4.0,2.0,4.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0
32.0,327.0,3.0,3.0,1.0,-2.9,92.963,-40.8,1.26,5076.2,2.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0
39.0,109.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30.0,98.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,2.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0
31.0,132.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,3.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
41.0,235.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,2.0,0.0,6.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0
36.0,207.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,4.0,2.0,6.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0
52.0,339.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0.0,0.0,3.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0
29.0,83.0,4.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,6.0,0.0,6.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0
48.0,544.0,1.0,999.0,0.0,-1.8,92.843,-50.0,1.51,5099.1,2.0,1.0,6.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0
42.0,137.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
56.0,317.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45.0,80.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
35.0,122.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.962,5228.1,1.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0
29.0,177.0,4.0,999.0,1.0,-1.8,92.893,-46.2,1.299,5099.1,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
31.0,235.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0
46.0,314.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
28.0,134.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,190.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,277.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.967,5228.1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0
38.0,349.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28.0,94.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0
30.0,246.0,1.0,7.0,1.0,-2.9,92.963,-40.8,1.26,5076.2,2.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0
23.0,429.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,2.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
44.0,71.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30.0,363.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,3.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0
32.0,207.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0
40.0,202.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
30.0,229.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.27,5099.1,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
35.0,105.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,2.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0
36.0,372.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,4.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
39.0,232.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,4.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0
44.0,324.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0
30.0,124.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
48.0,349.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
21.0,136.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.266,5099.1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
47.0,185.0,1.0,999.0,0.0,-2.9,92.201,-31.4,0.884,5076.2,2.0,2.0,6.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0
64.0,262.0,2.0,999.0,0.0,-1.8,93.369,-34.8,0.634,5008.7,5.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,2.0,0.0
34.0,128.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,3.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0
45.0,239.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,6.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0
27.0,167.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.25,5099.1,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
40.0,252.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0
25.0,196.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
44.0,75.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,4.0,0.0,4.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0
44.0,242.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
35.0,195.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0
29.0,62.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,4.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
62.0,116.0,1.0,999.0,0.0,-2.9,92.201,-31.4,0.849,5076.2,2.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0
38.0,373.0,3.0,999.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
41.0,516.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,3.0,0.0,5.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
31.0,128.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41.0,238.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,3.0,0.0,3.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0
31.0,63.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,4.0,1.0,5.0,1.0,0.0,0.0,1.0,5.0,3.0,0.0
39.0,132.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.967,5228.1,4.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0
41.0,17.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.866,5228.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
36.0,399.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
42.0,241.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,4.0,2.0,6.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0
36.0,219.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0
35.0,207.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.958,5228.1,4.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0
31.0,67.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0
52.0,40.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0
29.0,68.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,3.0,1.0,6.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0
31.0,380.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
31.0,196.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,2.0,0.0,6.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
32.0,97.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,3.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0
25.0,157.0,5.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
30.0,637.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,6.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0
38.0,78.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,4.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
36.0,340.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
50.0,283.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,3.0,0.0,4.0,1.0,0.0,0.0,1.0,5.0,3.0,0.0
53.0,135.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,6.0,0.0,6.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0
50.0,264.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
38.0,147.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,78.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.259,5099.1,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
36.0,338.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
35.0,246.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,6.0,1.0,6.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
32.0,250.0,2.0,6.0,1.0,-1.7,94.215,-40.3,0.846,4991.6,2.0,1.0,6.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0
59.0,455.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
40.0,76.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
38.0,105.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
53.0,52.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
27.0,97.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.266,5099.1,2.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0
46.0,153.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
26.0,181.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.866,5228.1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
32.0,624.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,3.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0
42.0,408.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.97,5228.1,4.0,2.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
50.0,519.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
53.0,182.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
31.0,286.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0
28.0,643.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
32.0,151.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,3.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0
44.0,420.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,4.0,2.0,4.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0
59.0,93.0,6.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,5.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
35.0,409.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,320.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,3.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
34.0,120.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,4.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0
31.0,53.0,5.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,201.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
41.0,440.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
38.0,571.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,2.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
27.0,72.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,2.0,1.0,6.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0
40.0,167.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33.0,175.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0
60.0,160.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
32.0,36.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
51.0,394.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
36.0,272.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0
30.0,362.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0
39.0,32.0,5.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
50.0,250.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
27.0,212.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
29.0,252.0,5.0,999.0,0.0,-1.8,92.893,-46.2,1.281,5099.1,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0
26.0,213.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
45.0,142.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,4.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
42.0,226.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
37.0,83.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,2.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
22.0,163.0,4.0,999.0,1.0,-2.9,92.963,-40.8,1.268,5076.2,4.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0
38.0,197.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,4.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0
31.0,314.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,4.0,0.0,6.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
36.0,106.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,2.0,1.0,6.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0
39.0,131.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.865,5228.1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
59.0,193.0,1.0,999.0,0.0,-1.8,93.876,-40.0,0.682,5008.7,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
36.0,465.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
47.0,63.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,6.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
57.0,150.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,3.0,0.0,3.0,1.0,0.0,1.0,1.0,5.0,4.0,0.0
36.0,137.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,4.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
38.0,178.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
46.0,359.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,2.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0
28.0,576.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,3.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0
43.0,68.0,1.0,6.0,1.0,-1.8,92.893,-46.2,1.344,5099.1,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0
34.0,437.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.299,5099.1,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
29.0,109.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.96,5228.1,2.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34.0,101.0,4.0,999.0,1.0,-1.8,92.893,-46.2,1.25,5099.1,2.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
36.0,47.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36.0,504.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,6.0,0.0,6.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0
36.0,50.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.865,5228.1,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
57.0,53.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
